"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.343283129E0,-3.285639286E0,-4.236791134E0,-1.042076111E0,5.461844675E0
1.348025212E0,-2.136501551E0,-3.362173557E0,-9.483194351E-1,4.094894340E0
1.352767296E0,-1.131201982E0,-2.757399082E0,-1.320965767E0,3.260033463E0
1.357509327E0,4.195716381E-1,-2.337432623E0,-1.124877930E0,2.627733240E0
1.362251410E0,1.918256998E0,-1.802612066E0,1.037426949E0,2.829377113E0
1.366993493E0,3.085160494E0,-1.539307117E0,1.030949593E0,3.598685696E0
1.371735577E0,3.743259192E0,-1.161536813E0,-9.192323685E-1,4.025685692E0
1.376477608E0,4.984123707E0,-2.799065113E-1,-8.468399048E-1,5.063296812E0
1.381219691E0,5.541175842E0,2.370834351E-2,6.738758087E-1,5.582051631E0
1.385961775E0,5.533142567E0,-3.899748921E-1,1.449573517E0,5.733150134E0
1.390703858E0,5.240901947E0,-6.426354647E-1,1.783611298E0,5.573266800E0
1.395445889E0,4.648139477E0,-4.177970290E-1,1.735171318E0,4.979013402E0
1.400187973E0,2.219278336E0,-1.396732330E-1,1.634068489E0,2.759508067E0
1.404930056E0,-1.137747288E0,-4.524099827E-2,5.453882217E-1,1.262522852E0
1.409672139E0,-4.758584023E0,-1.946833134E-1,-7.546930313E-1,4.821989741E0
1.414414171E0,-8.131853104E0,-3.296990395E-1,-2.728429794E0,8.583709309E0
1.419156254E0,-1.138512993E1,-3.960545063E-1,-3.249605179E0,1.184643307E1
1.423898337E0,-1.485219288E1,-1.128249645E0,-3.034301281E0,1.520090671E1
1.428640421E0,-1.585139751E1,-8.836611509E-1,-3.216227055E0,1.619851156E1
1.433382452E0,-1.451048565E1,-3.140044212E-1,-3.197764874E0,1.486198145E1
1.438124535E0,-1.150741196E1,2.030336857E-1,-3.787360191E0,1.211634639E1
1.442866618E0,-7.912611485E0,9.411302805E-1,-5.031445980E0,9.423937360E0
1.447608650E0,-4.484599113E0,1.787593126E0,-6.433954716E0,8.043810768E0
1.452350733E0,-2.056657791E0,2.567126751E0,-7.208495140E0,7.923533505E0
1.457092816E0,-7.247781754E-2,3.754856586E0,-7.180829525E0,8.103611151E0
1.461834900E0,9.083337784E-1,5.052173615E0,-6.822319031E0,8.537772862E0
1.466576931E0,1.670511723E0,5.766389847E0,-7.287824631E0,9.442152780E0
1.471319014E0,3.054844379E0,5.969274521E0,-8.218292236E0,1.060682044E1
1.476061098E0,4.673613071E0,5.899330616E0,-8.239744186E0,1.115966599E1
1.480803129E0,5.937188148E0,5.490397453E0,-8.583579063E0,1.179290027E1
1.485545212E0,6.574496269E0,4.820931435E0,-8.773925781E0,1.197694263E1
1.490287296E0,6.561220169E0,3.800401211E0,-8.661934853E0,1.151181023E1
1.495029379E0,6.073518276E0,2.727301121E0,-8.105081558E0,1.048895337E1
1.499771410E0,5.233686447E0,1.992814541E0,-6.764114857E0,8.781573516E0
1.504513493E0,4.302653313E0,1.484270692E0,-5.033215523E0,6.785951924E0
1.509255577E0,3.244740248E0,1.085215807E0,-3.655643463E0,5.006971315E0
1.513997608E0,2.429184675E0,8.454152346E-1,-2.382885933E0,3.506253053E0
1.518739691E0,2.243313074E0,1.304332614E0,-2.174854279E-2,2.595035667E0
1.523481775E0,2.243147135E0,2.593421459E0,4.032183647E0,5.293018883E0
