,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),labels
286,1.406108614,1.567210674,-0.4596204758,2.828463554,3.266130181,
287,1.410850853,0.2583280802,-1.042681932,1.578044891,1.908964297,
288,1.415593041,-0.9733133316,-1.498808384,0.5061893463,1.857415696,
289,1.42033528,-1.969851494,-1.889899373,-0.3894691467,2.757484499,
290,1.42507752,-2.289117336,-1.981996059,-0.8082771301,3.133955724,
291,1.429819707,-1.789962292,-1.700766087,-0.3194856644,2.489707087,
292,1.434561947,-0.2829320431,-1.109146833,0.9141302109,1.464886098,
293,1.439304135,1.120279789,-0.6702280045,1.930846214,2.330750842,
294,1.444046374,2.221355915,-0.3748645782,2.449908257,3.328212135,
295,1.448788614,3.111648083,-0.2869632244,2.665816307,4.107466161,
296,1.453530801,3.599480152,-0.3734600544,2.578237534,4.443313916,
297,1.458273041,3.794549942,-0.5911982059,2.258001328,4.454962915,
298,1.463015228,3.690577507,-0.8613734245,1.787812233,4.19029821,
299,1.467757468,3.430520296,-1.220448852,1.312563896,3.870502407,
300,1.472499707,3.003018856,-1.662046313,0.8148450851,3.527675256,
301,1.477241895,2.357418299,-2.168290854,0.3709278107,3.224359425,
302,1.481984135,1.513815641,-2.523350954,-0.1288671494,2.945427741,
303,1.486726322,0.7620644569,-2.627151251,-0.3665218353,2.759892061,
304,1.491468562,0.2275052071,-2.53319335,-0.282910347,2.559075112,
305,1.496210749,-0.01205134392,-2.338055372,0.04480457306,2.338515685,
306,1.500952989,0.1028702259,-2.236011267,0.6444101334,2.329290254,
307,1.505695228,0.4293427467,-2.310951948,1.19258213,2.635732581,
308,1.510437416,-3.060401678,-2.319531441,3.543473244,5.225178195,
309,1.515179655,-8.569494247,-4.317769051,4.31008625,10.5193253,
310,1.519921843,-5.753715038,-5.805817604,6.855441093,10.66816889,
311,1.524664082,-5.092414856,-5.163162231,6.413966179,9.681420115,
312,1.529406322,-1.475181699,-4.458187103,3.291505814,5.734597092,
313,1.53414851,2.733972073,-2.515018463,1.809082031,4.131912264,
314,1.538890749,3.077894449,-1.156450391,2.130324364,3.917791934,
315,1.543632937,1.328048706,-1.045324802,1.365893364,2.173035202,
316,1.548375176,-0.4222562313,-1.453787565,-0.6491661072,1.647184035,
317,1.553117364,-1.352731705,-1.981810212,-1.332601547,2.744682434,
318,1.557859603,-1.028799057,-2.249079943,0.06393527985,2.474040381,
319,1.562601843,-0.7494263649,-2.812335014,1.48775959,3.268684247,
320,1.56734403,-0.4917759895,-3.445459604,2.455198288,4.25922929,
321,1.57208627,-0.3941283226,-3.735104084,3.747419357,5.305609436,
322,1.576828457,-0.5341000557,-3.642926693,4.720075607,5.986258556,
323,1.581570697,-0.5728878975,-3.329295158,4.77161026,5.846423802,
324,1.586312885,-0.3292536736,-3.051914215,4.372254372,5.342208967,
325,1.591055124,-0.2106785774,-2.897969484,3.337337494,4.424978434,
326,1.595797364,1.316510201,-2.584164619,2.749667168,3.99647037,
327,1.600539551,2.559683323,-2.479430676,2.040364265,4.10641468,
328,1.605281791,3.398271084,-2.421049118,1.315861702,4.375067681,
329,1.610023978,4.145084858,-2.343650341,1.040021896,4.874019998,
330,1.614766218,5.063628674,-2.006152391,1.119564056,5.560432217,
331,1.619508405,5.484341145,-1.687203765,0.8413362503,5.7993535,
332,1.624250645,5.244338989,-1.40312767,0.5533914566,5.456931445,
333,1.628992832,5.011405468,-1.074582696,0.3941116333,5.140451022,
334,1.633735072,4.956807137,-0.8943907022,0.2808971405,5.044677881,
335,1.63847726,5.151494026,-0.9734333754,0.08820343018,5.243399955,
336,1.643219499,5.404001713,-1.18092823,-0.5754804611,5.561385058,
337,1.647961739,5.36043787,-1.375063658,-1.111886024,5.64458898,
338,1.652703926,4.364852428,-1.344829559,0.7955980301,4.63610607,
339,1.657446166,3.390935421,-1.47462368,1.595305443,4.027152528,
340,1.662188353,3.363816261,-1.90941596,-0.0126209259,3.867982476,
341,1.666930593,3.074088097,-2.067571402,-0.2239227295,3.711470129,
342,1.67167278,2.67115736,-1.657114983,0.5143079758,3.185219679,
343,1.67641502,2.508738995,-0.9613013864,1.658808708,3.157454359,
344,1.681157207,2.77573967,-0.4623051882,1.891498566,3.39060815,
345,1.685899447,3.249310017,-0.3847980201,1.84031868,3.754045544,
346,1.690641635,3.559322834,-0.4205858707,2.057374954,4.132609734,
347,1.695383874,3.583721161,-0.3982209265,2.167519569,4.207110451,
348,1.700126062,3.31110239,-0.1865139008,1.978871346,3.861880148,
349,1.704868301,2.863130569,-0.05372810364,2.04893589,3.521156294,
350,1.709610541,1.362023115,-0.3652603626,3.355678558,3.639931412,
351,1.714352728,0.6045763493,-0.5778566599,2.682687759,2.810025711,
352,1.719094968,0.8494153023,-0.6357289553,0.7463626862,1.29719502,
353,1.723837155,0.9411597252,-0.7640123963,-0.3575983047,1.263872271,
354,1.728579395,0.6384592056,-0.7258356214,-1.913611889,2.143916502,
355,1.733321582,0.001579523087,-0.5234085321,-3.233029366,3.275124099,
356,1.73806377,-0.4472844601,-0.2959185839,-4.067531586,4.102736209,
357,1.74280601,-0.6926939487,-0.08459562063,-4.444329739,4.498782963,
358,1.747548249,-0.4935498238,-0.03550112247,-4.740971088,4.766724097,
359,1.752290437,0.5719487667,0.184700489,-5.366125584,5.399679939,
360,1.757032676,1.280935526,0.4140329957,-5.217707634,5.388570506,
361,1.761774864,1.223168135,0.6202270985,-3.843378067,4.080732398,
362,1.766517103,1.391794443,0.651697278,-2.459277153,2.899973315,
363,1.771259291,2.572337151,0.7121780515,-1.067993164,2.874843542,
364,1.77600153,4.125770569,0.2759142518,-0.2726659775,4.143966481,
365,1.780743718,-5.3980937,-2.164064407,4.895177841,7.601668005,
366,1.785485957,-14.84896278,-3.936846018,15.02403736,21.48748824,
367,1.790228145,-11.7116127,-2.246065855,12.2049675,17.06364309,
368,1.794970385,-2.018321037,-0.0007730722427,1.597817421,2.574226276,
369,1.799712572,3.098691225,2.087601662,-5.223223686,6.421996082,
370,1.804454812,3.621642113,3.358050823,-9.317107201,10.54520192,
371,1.809196999,1.927377462,3.279442072,-10.81567097,11.46508886,
372,1.813939239,-0.1254174709,1.368088722,-10.28715706,10.3784872,
373,1.818681426,-1.764301777,-1.441945791,-8.235193253,8.544610953,
374,1.823423666,-3.333793402,-3.243254185,-4.719943523,6.626518167,
375,1.828165853,-4.947305202,-3.807264805,-0.09390640259,6.243389502,
376,1.832908041,-5.899290085,-3.703368425,3.997460365,8.030955769,
377,1.83765028,-3.531699181,-3.059639215,11.67309761,12.57360326,
378,1.842392468,0.3380343914,-1.227964282,6.492495537,6.616242274,
379,1.847134707,2.098869801,0.577670455,-0.6480207443,2.271318665,
380,1.851876895,3.992533684,0.7778444886,2.831880569,4.956300518,
381,1.856619135,3.844440937,-0.8692945838,4.861315727,6.258417515,
