"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.235388666E0,1.522291660E0,2.178778648E-1,-2.964168549E0,3.339331946E0
1.240130905E0,2.961961031E-1,-2.754278183E-1,-1.393838882E0,1.451337123E0
1.244873145E0,-1.469925761E0,-1.051969767E0,1.726198196E0,2.499416401E0
1.249615332E0,-3.365500927E0,-2.011380911E0,3.996466637E0,5.598570821E0
1.254357572E0,-4.899070740E0,-2.577935457E0,4.405755997E0,7.075120581E0
1.259099812E0,-5.292187691E0,-2.664067745E0,3.024417877E0,6.652188437E0
1.263841999E0,-5.816672802E0,-2.430096865E0,8.178501129E-1,6.356723375E0
1.268584239E0,-6.128726959E0,-2.395872116E0,-1.446123123E-1,6.581976151E0
1.273326478E0,-5.852653503E0,-2.173516512E0,-4.666509628E-1,6.260630174E0
1.278068666E0,-5.065114498E0,-1.936968088E0,-6.181206703E-1,5.457957806E0
1.282810905E0,-4.571592808E0,-2.142767906E0,-9.122877121E-1,5.130612436E0
1.287553093E0,-4.189841747E0,-2.553871632E0,-1.277543545E0,5.070419281E0
1.292295332E0,-3.458894014E0,-2.872723341E0,-1.496840000E0,4.738883538E0
1.297037572E0,-2.696824551E0,-3.027485847E0,-1.678404808E0,4.388117582E0
1.301779760E0,-2.170740604E0,-2.494099617E0,-1.805514336E0,3.767297398E0
1.306521999E0,-1.887268543E0,-2.550486088E0,-1.264523506E0,3.415520683E0
1.311264239E0,-1.760659814E0,-2.805381775E0,-6.201701164E-1,3.369673702E0
1.316006426E0,-1.702192068E0,-3.064465046E0,-8.923912048E-2,3.506617669E0
1.320748666E0,-1.287689090E0,-2.680262804E0,3.770675659E-1,2.997354140E0
1.325490905E0,-1.499478102E0,-2.648936749E0,5.936727524E-1,3.101249395E0
1.330233093E0,-1.846147776E0,-2.676673651E0,3.734846115E-1,3.272970241E0
1.334975332E0,-1.714478135E0,-2.450158119E0,-2.341299057E-1,2.999587788E0
1.339717520E0,-1.341354847E0,-2.004106045E0,-1.218472481E0,2.701915811E0
1.344459760E0,-1.042308927E0,-1.501002789E0,-2.275836468E0,2.918706717E0
1.349201999E0,-7.866124511E-1,-1.134956360E0,-3.593495846E0,3.849687972E0
1.353944187E0,-3.650352359E-1,-9.631679058E-1,-4.745562553E0,4.856058802E0
1.358686426E0,5.632333159E-1,-7.773821354E-1,-4.541338921E0,4.641693004E0
1.363428666E0,2.107844830E0,-4.082293510E-1,-3.110446453E0,3.779489141E0
1.368170853E0,3.285982370E0,-1.753985882E-1,-1.146947384E0,3.484814644E0
1.372913093E0,4.225345135E0,2.002582550E-1,9.680871964E-1,4.339451313E0
1.377655332E0,5.063850880E0,5.509941578E-1,2.492566109E0,5.670896411E0
1.382397520E0,5.475928307E0,7.723813057E-1,3.438598633E0,6.512013840E0
1.387139760E0,5.342901230E0,8.202164173E-1,3.866297722E0,6.645871395E0
1.391881947E0,4.729162216E0,7.555077076E-1,4.110204697E0,6.311065664E0
1.396624187E0,3.786403179E0,5.009875298E-1,4.114499092E0,5.613995041E0
1.401366426E0,2.649312019E0,4.717612267E-2,3.634792328E0,4.498087930E0
1.406108614E0,1.567210674E0,-4.596204758E-1,2.828463554E0,3.266130181E0
1.410850853E0,2.583280802E-1,-1.042681932E0,1.578044891E0,1.908964297E0
1.415593041E0,-9.733133316E-1,-1.498808384E0,5.061893463E-1,1.857415696E0
1.420335280E0,-1.969851494E0,-1.889899373E0,-3.894691467E-1,2.757484499E0
1.425077520E0,-2.289117336E0,-1.981996059E0,-8.082771301E-1,3.133955724E0
1.429819707E0,-1.789962292E0,-1.700766087E0,-3.194856644E-1,2.489707087E0
1.434561947E0,-2.829320431E-1,-1.109146833E0,9.141302109E-1,1.464886098E0
1.439304135E0,1.120279789E0,-6.702280045E-1,1.930846214E0,2.330750842E0
1.444046374E0,2.221355915E0,-3.748645782E-1,2.449908257E0,3.328212135E0
1.448788614E0,3.111648083E0,-2.869632244E-1,2.665816307E0,4.107466161E0
1.453530801E0,3.599480152E0,-3.734600544E-1,2.578237534E0,4.443313916E0
1.458273041E0,3.794549942E0,-5.911982059E-1,2.258001328E0,4.454962915E0
1.463015228E0,3.690577507E0,-8.613734245E-1,1.787812233E0,4.190298210E0
1.467757468E0,3.430520296E0,-1.220448852E0,1.312563896E0,3.870502407E0
1.472499707E0,3.003018856E0,-1.662046313E0,8.148450851E-1,3.527675256E0
1.477241895E0,2.357418299E0,-2.168290854E0,3.709278107E-1,3.224359425E0
1.481984135E0,1.513815641E0,-2.523350954E0,-1.288671494E-1,2.945427741E0
1.486726322E0,7.620644569E-1,-2.627151251E0,-3.665218353E-1,2.759892061E0
1.491468562E0,2.275052071E-1,-2.533193350E0,-2.829103470E-1,2.559075112E0
