"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.287803702E0,7.978286266E0,2.460958958E0,-5.499593258E0,9.997744583E0
1.292545525E0,7.816459656E0,2.720458984E0,-5.595896721E0,9.990595515E0
1.297287348E0,7.329639912E0,3.074531555E0,-5.193974495E0,9.494932152E0
1.302029171E0,6.484829903E0,3.337140560E0,-4.748241425E0,8.702604358E0
1.306770994E0,5.568447590E0,3.345013142E0,-4.415476322E0,7.854498878E0
1.311512817E0,4.685228348E0,3.323948860E0,-3.432953358E0,6.692172252E0
1.316254640E0,5.078549385E0,3.762124538E0,6.632349491E-1,6.354929228E0
1.320996463E0,4.712558746E0,3.128389835E0,1.890817165E0,5.964077670E0
1.325738286E0,3.237030983E0,2.183877468E0,1.249316454E0,4.099814872E0
1.330480109E0,1.969242096E0,1.778323650E0,1.047227740E0,2.852548926E0
1.335221931E0,1.228209496E0,1.731048107E0,1.769187212E0,2.763159334E0
1.339963754E0,8.213529587E-1,1.575619698E0,2.933172226E0,3.429387324E0
1.344705577E0,7.331037521E-1,1.322000980E0,3.529274940E0,3.839389184E0
1.349447400E0,8.979330063E-1,1.323070526E0,3.490612507E0,3.839423782E0
1.354189223E0,1.114274025E0,1.601380825E0,2.837885380E0,3.443779984E0
1.358931046E0,9.061965942E-1,1.779664516E0,1.571466804E0,2.541241030E0
1.363672869E0,2.767486572E-1,1.730607986E0,5.110498667E-1,1.825586423E0
1.368414692E0,-6.087708473E-1,1.493824482E0,5.215743065E0,5.459495329E0
1.373156515E0,-6.757730484E0,-1.952119112E0,2.246845818E1,2.354377419E1
1.377898338E0,-8.287259102E0,-2.759421825E0,1.163244438E1,1.454671216E1
1.382640161E0,-3.308522701E0,-2.014458895E0,2.954558849E0,4.871733274E0
1.387381984E0,2.297831535E0,-4.956123829E-1,8.434677124E-1,2.497418503E0
1.392123806E0,3.186994553E0,1.396495819E0,-1.780661941E-1,3.484084158E0
1.396865629E0,1.231663704E0,2.056874752E0,4.960510731E-1,2.448223007E0
1.401607452E0,3.739204407E-1,1.588163614E0,1.249447584E0,2.055042439E0
1.406349275E0,-1.795644760E-1,7.003166676E-1,9.660757184E-1,1.206643746E0
1.411091098E0,-4.177951813E-1,1.034624577E0,-4.822349548E-2,1.116837649E0
1.415832921E0,1.666193008E-1,1.271404266E0,-1.167312860E0,1.734027138E0
1.420574744E0,1.576286316E0,1.038834810E0,-2.632364750E0,3.239320992E0
1.425316567E0,2.876268387E0,8.892703056E-1,-3.629588842E0,4.715679874E0
1.430058390E0,3.678379059E0,1.042520046E0,-4.191934109E0,5.673590761E0
1.434800213E0,3.881511688E0,1.215613842E0,-4.249487400E0,5.882345889E0
1.439542036E0,3.739947319E0,1.311638832E0,-3.864826918E0,5.535746515E0
1.444283859E0,4.037293434E0,1.583729267E0,-3.307595730E0,5.454184282E0
1.449025681E0,4.856019020E0,2.034572363E0,-2.983391285E0,6.051531127E0
1.453767504E0,5.908629417E0,2.504218340E0,-3.016285896E0,7.090909088E0
1.458509327E0,6.715094566E0,2.831503630E0,-3.294877529E0,7.997882581E0
1.463251150E0,7.114080429E0,2.890036821E0,-3.376551628E0,8.388298640E0
1.467992973E0,6.965998650E0,2.712178469E0,-3.144893646E0,8.109957169E0
1.472734796E0,6.413160324E0,2.476204395E0,-2.857785702E0,7.444941415E0
1.477476619E0,5.831382751E0,2.433395147E0,-2.630352259E0,6.844354589E0
1.482218442E0,5.566692352E0,2.451939106E0,-2.839963436E0,6.713081367E0
1.486960265E0,5.520159721E0,2.466816187E0,-3.472134829E0,6.972307058E0
1.491702088E0,5.373537064E0,2.389273167E0,-4.309504032E0,7.290771690E0
1.496443911E0,5.878599167E0,2.767683983E0,-6.646610737E0,9.294914582E0
1.501185734E0,5.830141068E0,2.503462791E0,-7.518418789E0,9.837910952E0
1.505927556E0,4.892953873E0,1.911079884E0,-7.362040997E0,9.043941152E0
1.510669379E0,3.489194870E0,1.393028736E0,-7.290327549E0,8.201456314E0
1.515411202E0,1.851143837E0,9.279239178E-1,-6.825563908E0,7.132748345E0
